v1,v2
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
ham,Ok how you dear. Did you call chechi
ham,Y so late but i need to go n get da laptop...
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
ham,K tell me anything about you.
ham,Good words.... But words may leave u in dismay many times.
ham,Goodmorning sleeping ga.
ham,It means u could not keep ur words.
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
ham,i see. When we finish we have loads of loans to pay
ham,S:)s.nervous  &lt;#&gt; :)
ham,Not yet chikku..wat abt u?
ham,"Dizzamn, aight I'll ask my suitemates when I get back"
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
ham,Have you finished work yet? :)
ham,Thank you princess! I want to see your nice juicy booty...
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,Midnight at the earliest
ham,What r u cooking me for dinner?
ham,happened here while you were adventuring
ham,Wewa is 130. Iriver 255. All 128 mb.
ham,Well she's in for a big surprise!
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
ham,But i juz remembered i gotta bathe my dog today..
ham,Havent still waitin as usual... ÌÏ come back sch oredi?
ham,You best watch what you say cause I get drunk as a motherfucker
ham,"If i let you do this, i want you in the house by 8am."
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,Mum not going robinson already.
ham,Er yep sure. Props?
ham,I don't think he has spatula hands!
ham,I am not at all happy with what you saying or doing
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,Was the actual exam harder than NBME
ham,ÌÏ comin to fetch us oredi...
ham,Bring home some Wendy =D
ham,I know that my friend already told that.
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... "
ham,Takin a shower now but yeah I'll leave when I'm done
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham,"Omw back to tampa from west palm, you hear what happened?"
ham,I got your back! Do you have any dislikes in bed?
ham,"4 tacos + 1 rajas burrito, right?"
ham,Thanx 4 sending me home...
ham,Well its not like you actually called someone a punto. That woulda been worse.
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
ham,Already one guy loving you:-.
ham,Then i buy.
spam,2/2 146tf150p
ham,I just cooked a rather nice salmon a la you
ham,I asked you to call him now ok
ham,Ultimately tor motive tui achieve korli.
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty"
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
ham,"I call you later, don't have network. If urgnt, sms me."
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
ham,R Ì_ going 4 today's meeting?
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
ham,I'm vivek:)i got call from your number.
ham,"Dear, take care. I am just reaching home.love u a lot."
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
ham,"Yeah, that's fine! It's å£6 to get in, is that ok? "
ham,Dear reached railway. What happen to you
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
ham,Ok lor thanx... ÌÏ in school?
spam,You have 1 new message. Please call 08712400200.
ham,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)
ham,Can you talk with me..
ham,"&lt;#&gt; , that's all? Guess that's easy enough"
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,I have to take exam with in march 3
ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\"""""
ham,get ready to moan and scream :)
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,I can take you at like noon
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
ham,"That's cool, I'll come by like  &lt;#&gt; ish"
ham,Oh just getting even with u.... u?
ham,Nope thats fine. I might have a nap tho! 
ham,Mum ask Ì_ to buy food home...
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
ham,Thanks  and ! Or bomb and date as my phone wanted to say! 
ham,Where @
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
ham,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel
ham,Today my system sh get ready.all is well and i am also in the deep well
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,You will be in the place of that man
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,No da. . Vijay going to talk in jaya tv
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,Just come home. I don't want u to be miserable
ham,"Nothing really, just making sure everybody's up to speed"
ham,yes baby! I need to stretch open your pussy!
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
ham,Just finished. Missing you plenty
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
ham,"Sorry, I'll call later"
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
ham,Wah lucky man... Then can save money... Hee...
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone"
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
ham,"Now, whats your house # again ? And do you have any beer there ?"
ham,Then we gotta do it after that
ham,I wont get concentration dear you know you are my mind and everything :-)
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
spam,Money i have won wining number 946 wot do i do next
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,When u wana see it then
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
ham,they released another Italian one today and it has a cosign option
ham,Remind me how to get there and I shall do so
ham,I attended but nothing is there.
ham,Sorry that was my uncle. I.ll keep in touch
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
ham,How do you guys go to see movies on your side.
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
ham,What you doing?how are you?
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,She's borderline but yeah whatever.
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
ham,Haha... Hope Ì_ can hear the receipt sound... Gd luck!
ham,No just send to you. Bec you in temple na.
ham,What * u wearing?
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
ham,"Wat time liao, where still got."
ham,So u workin overtime nigpun?
ham,I think asking for a gym is the excuse for lazy people. I jog.
ham,Apart from the one i told you about yesterday?
spam,You have 1 new message. Please call 08718738034.
ham,Those were my exact intentions
ham,"Since when, which side, any fever, any vomitin."
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
ham,In the end she might still vomit but its okay. Not everything will come out.
ham,Dear we are going to our rubber place
ham,"K so am I, how much for an 8th? Fifty?"
ham,I'm always looking for an excuse to be in the city.
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\"""""
ham,Are you the cutest girl in the world or what
ham,Thanks for loving me so. You rock
ham,Your dad is back in ph?
ham,Oh k.k..where did you take test?
ham,Armand says get your ass over to epsilon
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
ham,Nah im goin 2 the wrks with j wot bout u?
ham,Call me when you get the chance plz &lt;3
ham,"This is one of the days you have a billion classes, right?"
